query,intent
asking about pm kisan maan dhan yojana,15. Agrochemical
asking about spacing of pigeon pea,15. Agrochemical
asking about trunk borer of lemon,15. Agrochemical
asking about tomato cultivation in bags,15. Agrochemical
asking about nutrient management in bottle gourd,15. Agrochemical
asking about fungal infection in bittergourd,15. Agrochemical
asked about control for wilting in brinjal and asked for remedy for flowering in pumpkin,15. Agrochemical
asking about fertilizer dose ,15. Agrochemical
asking about flower rotting and fruiting initiation,15. Agrochemical
asking about control measure of ant in chilli,15. Agrochemical
asking about top dressing of urea,15. Agrochemical
asking about fertilizer dose of coconut ,15. Agrochemical
query regarding availability of bee hive for beekeeping,15. Agrochemical
aking for control of pest infestation in paddy,15. Agrochemical
asked about the use of ground water in fish culture,15. Agrochemical
asking about pm kisan maan dhan yojana,15. Agrochemical
sking about control of caterpillar in rice,15. Agrochemical
asking about fertilizer dose of black gram,15. Agrochemical
asking about the fertilizer requirement in mustard.,15. Agrochemical
asking about fertilizer requirement in black gram.,15. Agrochemical
asking about control of caterpiller  in paddy,15. Agrochemical
asking about control of  stem borer in paddy,15. Agrochemical
asking about control of leaf eating caterpillar,15. Agrochemical
asking about control of fruit dropping and nutrient application in coconut,15. Agrochemical
asking about fertilizer dose of potato.,15. Agrochemical
asking about micronutrient spray ,15. Agrochemical
asked about algal bloom in pond,15. Agrochemical
asking about control of bacterial infection of chilli,15. Agrochemical
asking about control of yellow stem borer in rice,15. Agrochemical
asked about supplementary feed and stocking of fish seed,15. Agrochemical
asking about control of insect infestation in coconut,15. Agrochemical
asking about control of shoot borer,15. Agrochemical
asking about fertilizer dose of mustard,15. Agrochemical
asking about composition of tricel,15. Agrochemical
asking about control measure of case worm in paddy,15. Agrochemical
asking about anthelmintic for cattle and appetizer,15. Agrochemical
asking about acitamrid,15. Agrochemical
asked about the varieties of papaya seed,15. Agrochemical
asking to enhance fruiting in ber,15. Agrochemical
asking about control of gumosis in bottle gourd,15. Agrochemical
asking about anthelmintic for heifer,15. Agrochemical
asking about control of fungal infection in tomato,15. Agrochemical
asking about pm kisan sammanidhi yojna,15. Agrochemical
asking about fertilizer dose of pea ,15. Agrochemical
asking about delay in flowering of black gram,15. Agrochemical
asking about fertilizer dose ,15. Agrochemical
asking about the fertilizer doses in mustard,15. Agrochemical
asking about application of dolomite in mustard,15. Agrochemical
asked about nutrient management in chilly,15. Agrochemical
asked about nutrient management for paddy crops.,15. Agrochemical
asking about furadan application in soil,15. Agrochemical
asking about control of bacterial infection,15. Agrochemical
asked about fertilizer dosages for mustard,15. Agrochemical
asked about the confirm registration number,15. Agrochemical
asking about varieties of potato for assam condition,15. Agrochemical
query regarding pm kisan samman nidhi,15. Agrochemical
asking about remedy for egg laying problem white pekin duck of 5 months old,15. Agrochemical
asking about control of pest infestation,15. Agrochemical
asking about varieties and fertilizer requirement of mustard,15. Agrochemical
asked about pm maan dhan yojana,15. Agrochemical
asking about fertilizer dose of potato,15. Agrochemical
asking about the fertiliser dose for potato cultivation,15. Agrochemical
"asking about varieties, fertilizer dose and seed treatment of potato
",15. Agrochemical
"asking about nutrient management in coconut	",15. Agrochemical
"asking about fertilizer dose and seed treatment of potato
",15. Agrochemical
asking about control of fungal infection of brinjal,15. Agrochemical
"asking about nutrient management in coconut	",15. Agrochemical
"asking about the fertilizer doses for potato	
",15. Agrochemical
"asking about control of fungal infection of papaya
",15. Agrochemical
"asking about application of biopower granules
",15. Agrochemical
"asking about the fertilizer doses and seed treatment for potato	
",15. Agrochemical
asking about veterinary query,15. Agrochemical
"asking about nutrient management in potato
",15. Agrochemical
"asking about fertilizer dose for potato.
",15. Agrochemical
"asking about fertilizer shop registration
 go to district agriculture office for further details",15. Agrochemical
"asking about increasing water retention capacity in the soil, application of micro nutrient in lemon
",15. Agrochemical
"asking  about control measure of  toxicity of fertilizer in potato field
",15. Agrochemical
asked about dosage of biopower feed,15. Agrochemical
"asking about nutrient management in bitter gourd
",15. Agrochemical
"asking about nutrient management in mustard.

",15. Agrochemical
asking about control of insect infestation in paddy,15. Agrochemical
"asking about control measure of rice stem borer
",15. Agrochemical
"asking about control of green leaf hopper control in rice
",15. Agrochemical
asking about fertilizer dose in mustard,15. Agrochemical
asking about varieties and nursery cultural practices in cauliflower,15. Agrochemical
asking about nutrient management in mustard,15. Agrochemical
"asking about cultural practices of teek tree
",15. Agrochemical
"asking about control of fruit and shoot borer of brinjal
",15. Agrochemical
asking about a query regarding brinjal,15. Agrochemical
"asking about fertilizer dose of potato
",15. Agrochemical
"asking about control of insect infestation in lemon
",15. Agrochemical
"asking about control of fungal infection in lemon
",15. Agrochemical
asking about bacterial infection of brinjal,15. Agrochemical
asking about mandhan yjona,15. Agrochemical
"asking about kisan registration
",15. Agrochemical
"asking about soil treatment for insect control
",15. Agrochemical
"asking about pm kisan samman nidhi yojana
",15. Agrochemical
asking about control measure of fungal attack in bittergourd,15. Agrochemical
asking about anthracnos in betelvine,15. Agrochemical
"asked about dermatitis of a young calf
",15. Agrochemical
"asking about control of virus in chilli
",15. Agrochemical
asking about control of insect infestation in mustard,15. Agrochemical
asking about the control of leaf eating caterpillar in leafy vegetables,15. Agrochemical
"asking about control of white fly and aphids in assam lemon
",15. Agrochemical
"asking about control of fungal infection and insect infestation
",15. Agrochemical
asked about schemes for farmers and other related issue,15. Agrochemical
"asked about pm kisan samman nidhi  3rd installment
",15. Agrochemical
"asked for offline registration of pm kisan samman nidhi yojana and mukhya mantri krishi sa sajuli yojana
",15. Agrochemical
"asking about control of infection in tomato
",15. Agrochemical
"asking about control of virus in tomato
",15. Agrochemical
"asking about the fertilizer requirement in water melon.
",15. Agrochemical
"asking about the nutrient management in potato 
",15. Agrochemical
"asking about control of fungal infection
",15. Agrochemical
"asked about deficiency of molybdenum in cauliflower
",15. Agrochemical
asking about cultural practices in watermelon,15. Agrochemical
asking about cultural practices in watermelon,15. Agrochemical
asking about cultural practices in watermelon,15. Agrochemical
asking about cultural practices in watermelon,15. Agrochemical
asking about cultural practices in watermelon,15. Agrochemical
asking about cultural practices in watermelon,15. Agrochemical
asking about cultural practices in watermelon,15. Agrochemical
asking about cultural practices in watermelon,15. Agrochemical
asking about cultural practices in watermelon,15. Agrochemical
asking about cultural practices in watermelon,15. Agrochemical
asking about cultural practices in watermelon,15. Agrochemical
asking about cultural practices in watermelon,15. Agrochemical
application of bio-power in strawberry,15. Agrochemical
application of bio-power in strawberry,15. Agrochemical
application of bio-power in strawberry,15. Agrochemical
